,title
2226,惊！！！精装修+全明户型+厅15平+近地铁+欧尚+公园哦
2227,业主信任链家诚意出售，满五年唯一，看房基本随时可看
2228,京浦小区 2室1厅 373万
2229,非顶楼 售后公房 样板房装修 温馨小窝 诚意出售
2230,近地铁，  满五年不唯一，精装修的电梯房
2231,买进价高 满五唯一 使用面积大 自住装修 税费少
2232,三林前滩御桥+精装修+顶楼带阁楼+采光好+近地铁
2233,电梯双南两房，小区中间位置，20万精装修，双轨交汇
2234,南北双阳台全明两房+精装修+98年板楼+不靠马路+低总价
2235,正规两室一厅，西边套，交通便利，诚意出售
2236,满五唯一+南北通+采光好+税费第+配套好
2237,新出三房 非顶楼 南北通透 一梯三户 未占用额度
2238,南北通，采光通风好，装修拎包住
2239,M8江月路一房配套设施全居家一房
2240,聚焦好房   万顺水原墅  精装  一居室  诚意出售
2241,双南两房，满五唯一没有个税，售后公房没有增值税
2242,通风好，前后采光无遮挡，车水马龙寻一处安居之所~
2243,满五，双南房，视野好，楼层位置好，随时看，户型好
2244,梅园三村建西，一居室的欢乐，总价低
2245,张江南+11号地铁站满五唯一两房。业主诚心出售
2246,急售 电梯高区 南北通  精装zhong央空调
2247,济南路8号 1室2厅 1328.8万
2248,杨思前滩+满五唯一+位置安静+南北飘窗+诚意出售
2249,安阁苑一楼带20平方大天井，满五唯一税费少，诚心出售
2250,精装修，交通便利，边套，总价低
2251,此房源七村稀有小户型，业主诚意卖房，价格可谈
2252,2010小区难得的一房，有产权车位。看房提前约看房方便
2253,精装修，满五唯一，税费低，锻炼楼层，采光通风好！
2254,满五唯一+视野俱佳+楼层好采光好+价格便宜+看房方便！
2255,此房满五唯一，精装修，楼层佳，视野不挡，全明户型.
2256,精装修40多万 满五唯一 位置好 近地铁 看房方便
2257,M8联航路江月路 中间楼层两房 诚心出售
2258,房龄新满二年省税楼层好采光好南北朝向
2259,低楼层+位置好+诚意出售+适合居家
2260,浦南+浦明，不靠马路，采光好 业主诚售 随时看房
2261,御桥前滩张江+聚焦大一房+中高层采光好+落地大阳台！
2262,满五唯一 精装修 电梯双南大两房 房龄新 小区环境好
2263,一手动迁，满五年不唯一，楼层好，位置好，次顶层
2264,2号线，低总价一房，诚意出售方便看
2265,精装修 业主诚意出售 满五年唯一
2266,御上海精装修 满五年唯一 税费少 房东诚心出售
2267,此房满两年，前排别墅区无遮挡，精装修，有车位另算
2268,随时看房精装修南北2房楼层好户型正气楼层好采光好。
2269,鹤沙精选，店长推荐：近地铁16号线低价两房，有钥匙
2270,满五年唯一无。税，近地铁双南户型，不靠马路环境安静
2271,杨思前滩+CBD+居家装修+双南两房+全明户型无遮挡
2272,双房朝南，视野开阔，采光好，宜居好房
2273,五角场售后公房满五年唯一+1999年房龄+3.5米房宽
2274,房子满五唯一，精装修 诚心出售
2275,崧泽华城逸泰雅苑（二期） 1室1厅 147万
2276,三林前滩辐射+满五唯一税费少+三轨交通+业主诚意出售
2277,近地铁站  一室户 业主诚意出售
2278,装修好，户型棒，南北通透，产权清晰，
2279,小户型低总价，配套齐全，交通便利，通风采光好
2280,【优中选优】、半年出一套、教育、落户满三年。
2281,朝北一门关+总价低+中楼层+产权清晰+诚意出售
2282,小三房+满五唯一+售后公房+五楼+西边套全明户型
2283,链家专属 西环三村精装一房 53平195万 户型好 价可谈
2284,首付49万+22号线+百联+满五唯一+中楼层+15平储藏间
2285,售后公房、满五唯一、正规双南双房、近地铁
2286,沁春园二村 双南全明两房 精装拎包入住，看房方便
2287,户型正  南北通  业主诚意售
2288,可看可签，**可用，自住装修，业主诚意出售
2289,漕河泾开发区，近地铁，精装修，满五年唯一
2290,全南户型小两房，户型方正，精装修，景观楼层
2291,东诸安浜路+地铁2/11+南北通+带15平露台+产权清晰诚售
2292,楼层好可以看到东方明珠，总价低，全明，诚意卖
2293,满五年唯一，属于普宅 ，带有露台，精装修，位置好
2294,南北格局通透，视野宽阔，采光充足，诚意出售
2295,南北格局，楼层好，视野开阔，配套齐全
2296,御桥+张江+前滩：馨华苑经典一房，一手动迁无增值税
2297,满五唯一，景观楼层，视野开阔，精装修拎包入住
2298,杨思前滩+近六号线灵岩南路+高品质小区+中楼层+精装修
2299,宜川一村的一室户，通风好，采光好
2300,满五唯一，采光好，南北通全明户型，楼层好，中装修
2301,精装湖景房+南北通户型+中间楼层+品质小区
2302,厨卫有窗对户外+边套+单价总价低+近4.6号地铁
2303,岳阳路77弄 2室1厅 822万
2304,厨卫朝外，采光无遮挡，配套设施齐全，交通便利
2305,前进小区 1室1厅 254万
2306,上理   8号线   满五   总价低   诚意出售
2307,崮山好房，一南一北小两房，上下楼方便
2308,急卖，业主要还抵押 楼层好，装修好
2309,售后公房+精装修中间楼层+全明户型+业主诚心出售
2310,满五唯一 精装南北两房 税费少 带花园
2311,精装一房一厅，满五唯一，看房方便
2312,虹桥路地铁站，满五年唯一，双南双天井，拎包入住。
2313,一房精装修，电梯高层，满五唯一税费少
2314,世博园双南两房中间楼层，采光好
2315,品质小区，南北大两房，楼层高，采光充足，居住舒适
2316,银都新村(8至10区) 2室1厅 270万
2317,双南两室，三号线八号线双地铁，配套完善
2318,敦化路4弄 1室1厅 135万
2319,欣乐苑业主自住精装一房，业主诚意出售，带价来谈
2320,客厅主卧朝南看江景，百万装修，有产权车位。
2321,满五唯一，免征个人所得税，看房基本方便。
2322,"黄浦区，长乐路底楼带花园；花园入户；掛 ,易出租"
2323,浦东新片区泥城优质两房   乾耀东港中高层  随时看房
2324,繁华商圈，配套成熟，白银二楼，诚意出售，适合老人
2325,顶楼复式，原始4房格局，带60平大露台，精装保养好
2326,07年的次新房，南面无遮挡，付款周期可谈，随时看房
2327,内环内 滨江板块  全新房  新装修 阳光城品质
2328,好房子！边套大三房，近徐家，采光好，诚意出售，
2329,内环双轨交，95年原建，双南户型采光充足，一梯四户
2330,精装两房 拎包入住 边套全明 视野开阔无遮挡
2331,四方新城，三房急售，南北通，带地下产权车位.
2332,高区次顶楼∣特殊南北通∣带大露台∣唯一税少∣方便看
2333,此房满五不唯一，全明户型明亮。精装修 视野开阔
2334,此房三房朝南+小区央座+商品房+近地铁13线张江路站
2335,小区总价低三房，业主诚意卖，看房有钥匙
2336,大发融悦+有钥匙+已满二+没有住过
2337,三林前滩御桥+满五唯一 +双南户型 +近地铁
2338,南桥新城板块和自贸区板块，业主诚心出售
2339,双南两房 中间楼层 诚意出售 看房方便
2340,此房税少，近地铁站，一梯两户，利用率高，全明户型
2341,凉城近江湾地铁站，宜居全明户型，采光通风无遮挡
2342,A校，低总价、单价、税费，超惠两室，诚意出售！
2343,御上海大学城地铁站 较新小区，环境较好 ，出门方便
2344,番南小区经典两房一厅户型，户型很好，一南一北。
2345,世纪公园全景房 精装修带地暖 链家房源 附带车位
2346,老人年纪大了，委托孩子出售房子，诚意出售，价格好谈
2347,近地铁，三房两卫 看房很方便 诚意出售 满五唯一
2348,三开间朝南，两房南一房北，客厅南北通。视野开阔！
2349,次新小区，业主诚意出售，价格可谈
2350,满五年唯一，税费少，高区楼层，视野佳。
2351,内环内+低总价+带院子一房+满五年
2352,这套不看必后悔、单价低、校门口、三佳二期一梯两户
2353,高区沿河南北通景观房，视野开阔，位置安静，看苏州河
2354,花园位置，两房朝南，中间楼层，户型正气，全明，税少
2355,聚焦好房  沪南船舶小区 三房 小区 位置好  诚心出售
2356,三林板块，一手动迁，税费低，楼层好，居家装修
2357,此房满五年 双南户型 一梯两户 近地铁 看房方便
2358,东边套，中间楼层，满五唯一，采光好，业主诚心出售
2359,全南户型 满五唯一 采光好 精装修 地铁7号线 业主诚意
2360,愚园路江苏路地铁站东诸安浜路北汪小区两房诚意出售
2361,精装修 大三房 满五唯一 中间楼层
2362,税少，交通方便，生活便利，拎包入住，诚意出售
2363,大三房，飞机户型，三代同堂，舒适度高
2364,多六个平方 精装修南北两房 边套全明 采光好诚意出售
2365,内环内小3房，低总价，边套全明，采光好，无遮挡
2366,采光充足。配套设施齐全，户型方正，
2367,此房 满五唯一 税费少 得房率高 使用空间大
2368,双南户型，电梯房，楼层景观好，配套齐全
2369,品质小区 业主诚意出售 配套完善
2370,景观房   采光好    视野好  配好全
2371,金领国际 两室精装，视野开阔，看房方便 拎包入住！
2372,双南户型 楼层好 诚意出售 看房方便
2373,满五唯一 中间楼层 有钥匙看房方便 业主诚心卖
2374,荣信虹桥世嘉，2016年薪小区，漕河泾开发区地铁站
2375,梅六小区   南北全明2房，业主诚意出售，看房方便
2376,住在一个温馨的全南三居室，给您不一样的居住体验
2377,精装修低总价，房东诚心出售.看房方便
2378,满五不唯一  中间楼层 厨卫全新装修 诚意出售
2379,2006年后次新房  中间楼层  户型方正 业主诚意出售
2380,面积小总低，采光好，房东诚心出售，满五年，唯一，
2381,小区经典户型，购房成本低，视野开阔，采光充足
2382,总价低+地段好+钥匙委托+中区南北通+产权车库另算
2383,一手动迁税费少，中间地段，带装修，诚意出售
2384,满五年+ 交通便利+房型正气 +房东诚意出售+随时可看
2385,近地铁 景观楼层，采光好房东诚意出售，户型正气
2386,文兰小区+白天全明+每间双窗+厅不对厨卫+地铁46号线
2387,建华公寓南北通两房，上海桐，满五唯一税费低，精装修
2388,"两房中低楼层，带露台和地下室，得房率高,随时可看"
2389,双南双天井，诚意出售，看房方便，就等有缘人
2390,满五唯一，精装修两房，看房随时
2391,中城绿苑 2室2厅 568万
2392,小区洋房，复式户型，使用面积大，带大露台，车位
2393,一手动迁，顶楼靠马路，全明户型，无抵押无户口！
2394,一楼双南双天井+户型正气+诚意出售+钥匙随时看
2395,单价低 两房一厅 边套全明户型 位置好 交通便利
2396,售后公房，高区景观房，钥匙房，刚需首推。
2397,售后公房税费少，宝钢双南全明户型，非顶楼，无遮挡
2398,无增值税 楼层次顶楼 视野采光十分好
2399,挂牌即底价  好房推荐  双南户型   精装修
2400,二手买进税费少，满五唯一，全明两卫有钥匙
2401,视野宽阔，采光充足，使用空间大
2402,三林板块+CBD+楼层好+一手动迁+税费少+中间位置
2403,此房满五唯一，产权户口清晰，南北两房，近地铁
2404,近地铁精装修，品质小区，边套全明，楼层好，看房方便
2405,精装修拎包入住，近地铁500米，满两年，看房随时
2406,陕西南路建国西路+凯德打造楼盘+满五唯一+双卧朝南
2407,一梯两户，内环边，双南，业主诚意出售
2408,楼层好，位置佳，通风采光无限好
2409,通河一村+一楼天井已达+小区位置好+诚意出售+厨卫全明
2410,两南一北，房东二手买进，税少，急售，钥匙房
2411,新理想优质好房，楼层好，视野好，看房方便
2412,低楼层，地段好，适合老年人养老，年轻人过渡也不错
2413,仁恒一期中区西户大三房，满五年唯一，自住保养好诚售
2414,欣佳宝邸 电梯房 精装修 近满天星广场 生活方便
2415,北虹桥板块双朝南温馨两居，客厅两卧朝南，厨卫全明
2416,新挂牌 朝南带阳台 一房格局 一梯三户 看房方便
2417,视野棒，楼层好，采光好，税费少，价格便宜！
2418,好楼层+满五唯一+小区中间+诚意急售！
2419,03年商品房电梯房，满五年，85路终点站，直到陆家嘴
2420,人民广场地段，采光好，诚意售。空关中高区。随时签
2421,婚房装修税少+采光好+7号线+13号线+随时看房+急售
2422,打浦桥地铁站350米+品质小区+户型方正+诚意出售
2423,中间楼层 小户型总价低单价低 近地铁百联 诚意出售
2424,陆家嘴商圈 边套全明户型 中间楼层 新装修两房
2425,内环内3/8沿线，板式南北通1梯2户，厨卫全明，好房！
2426,一楼带天井，天井已经建好带有两个窗，采光好！
2427,精装修，满五唯一，采光无遮挡，诚意卖
2428,精装修小两房+一楼带花园+一梯两户
2429,此房屋 ，朝南电梯1房，低总价，地铁近8号线4号线
2430,凤庆小区一梯两户二楼精装修拎包入住售房置换诚心出售
2431,新青浦世纪苑， 楼梯房得房率高，小区坏境好，配套齐
2432,3楼 店长主推东边套 品质小区 绿苑  满五唯一 诚意出
2433,房东诚心卖房，户型方正，楼层适中。
2434,内环内 大悦城边 中兴路地铁近 满五唯一 楼层佳
2435,内环内小户型一房，房龄新，税费少。
2436,单价低至6.5万 地铁高区大三房 老西门板块 必卖好房
2437,外环内地铁口大三房+中间楼层采光充足+满五年税费少
2438,五角场十全明户型十挑空可搭阁楼十有露台十人车分流
2439,海派青城电梯三房临河景观房、边套采光视野佳！
2440,康桥宝邸 一手动迁 无增值税 业主急售 价格可谈
2441,内环内+普通住宅+满五不唯一+得房率高+楼层好
2442,一房一厅 精装修 拎包入住 楼层好 业主诚售 单价低
2443,汪家井双房，采光好，交通便利配套齐全
2444,此房南北一房，全明户型，采光好，位置佳
2445,田林十村近地铁9号线 中间楼层 全明一房
2446,杨思前滩+CBD+三轨交汇+带花园+中间位置+交通方便
2447,近11/14（在建）/15（在建）号线  适合老人居住 自住
2448,建电梯，双南户型，双阳台，万达商圈，诚心出售
2449,杨思前滩 南北通精装两房 板楼 一梯两户 06年小区
2450,满五唯一，税费少，楼层好，采光视野好，诚意出售
2451,美丽家园改造过，环境好，近地铁，中间楼层朝南带阳台
2452,总价低，单价低，内环内，小区安静位置，不靠轻轨
2453,此房满五唯一 南北全明格局，楼层高，视野宽阔采光好
2454,近地铁，楼层适中，配套齐全，装修好
2455,水岸家苑 3室2厅 250万
2456,一梯两户，7号地铁，功能间都有窗，采光好，诚意卖
2457,凌云新村，五楼+全明户型+诚意出售
2458,满五唯一 南北通格局 全明户型 采光通透 产权清晰
2459,非顶楼，满五唯一，精装修，自住保养好，看房方便
2460,电梯大两房，看房方便，婚房精装修
2461,张江南，近11号线，20万精装修，满五唯一业主诚心卖房
2462,中间楼层位置佳，出行方便配套好
2463,非顶楼 南北两房 客厅有边窗 厨卫全明
2464,此房满五唯一，厅中有窗，全明户型，诚意出售。
2465,满五唯一 近地铁 交通便利，属于中内环  售后公房
2466,悦来小区低总价好房 满五年少税费 共享滨江配套随时看
2467,低楼层 居住方便 满五年  诚意出售
2468,中楼层，总价低，精装修一房，近地铁8号线适合小夫妻
2469,中间楼层，南北户型，出行方便，必看好房，诚意出售
2470,南北三房 中间楼层 精装保养 诚心出售 价格可谈
2471,价格低 诚意出售两房 看房方便 户型方正 交通方便
2472,11年次新房，正气大两房，有钥匙，邻万达商圈
2473,业主急售 精装婚房  大一房  采光充足   配套齐全
2474,此房满五唯一 前后200米无遮挡 森林景观
2475,衡园南北套三房 业主诚意出售 花园小区
2476,精装修拎包入住 满五唯一 采光无遮挡 业主诚意卖。
2477,双南   全明两房，精装修 随时看房
2478,19年50万精装修，视野开阔。满五唯一、格局方正。
2479,双南两房，优质楼层，满五唯一，采光温馨，地铁十号线
2480,欣苑大三房，南北直通，业主诚心出售
2481,边套全明电梯两房，配套成熟，2/10地铁双轨交通
2482,三林苑（二期） 1室1厅 295万
2483,龙南七村 3室1厅 495万
2484,二楼售后公房 小区中间位置 南北通 户型好
2485,板式南北通2房，全明户型，看房方便，诚售
2486,海滨新村 满四唯一 业主诚心出售 看房方便
2487,电梯顶楼复式带阁楼、7号线轨交旁，精装修，南北通
2488,店长推荐+南北直通+楼层采光佳+装修保养好+正对花园
2489,泰欣嘉园 3室1厅 1618万
2490,好房推荐，总价低，诚意出售 电梯房
2491,房子是三房朝南，诚意出售，价格可谈。
2492,近地铁500米 3楼南北两房 不靠马路 看房咨询维护人
2493,低楼层双南房，居家装修，走路可达地铁站出行便利
2494,业主诚意出售 提前预约方便看房 商品房小区环境好
2495,中间楼层+安静位置+板式户型+满五唯一+9号线合川路
2496,双南全明，高品质小区 适存相伴，3楼，近地铁，带车位
2497,视野开阔，采光好，税少，有客厅
2498,浣纱四村 3室2厅 630万
2499,精装大2房  税少 俯视公园全景   房东诚售价格可谈
2500,南田公寓带83平独立精装阁楼，近步行街上学方便
2501,新华小区（龙吴路5599弄） 3室1厅 296万
2502,此房满五年唯一，随时可看房，楼层好，交通配套齐全~
2503,捡漏好房：南北两室带厅，无瑕疵，业主急售
2504,满五唯一精装修＋安静楼栋＋看小区花园＋地铁直达地库
2505,店长推荐+全明三房+中间楼层+近轨交
2506,满五唯一+动迁+三楼大两房+精装拎包入住+南北通
2507,边套全明户型，一梯两户，采光充足，视野宽阔
2508,满五年唯一 带一个车位  诚意出售  看房方便
2509,房子是1999年的房子 1梯2户得房率高 地铁12号线地铁
2510,地铁口，精装修三房，南北通透户型，楼层好视野宽阔！
2511,房子楼层好，采光无遮挡，带精装修，领包入住
2512,此房小区中间位置+前后无遮挡+自如精装修+诚心出售
2513,满五年唯一  税费少  中间楼层  采光好  中间位置
2514,虹旭小区 2室0厅 275万
2515,中间位置，2001年的房龄，风穿堂而过，满五年唯一
2516,2008年竣工，电梯三楼带200平露台，无遮挡近地铁站
2517,当代高邸，中间层南北通两房，7、15号线双地铁
2518,近地铁、满五唯一、大四房，装修保养好
2519,正对小区园林，天然氧吧！有产权车位！有钥匙看房
2520,交通便利，景观楼层，户型正气全明格局
2521,精装修，南北通透，东边套全明，近2线威宁路站
2522,荣顺苑三房两厅两卫，业主诚意出售，看房提前预约
2523,12号线地铁口 全明两房 诚心出售 看房子方便
2524,精装大两房，满五唯一税费少，诚心出售随时可看
2525,精装修，采光好。单价低，就医出行方便，购物便利
2526,满五唯一+楼层好+户型正气+小区位置好+房东诚售
2527,徐汇日月光+1/12号线地铁口+中间楼层+满五年税费低
2528,内环内+精装修南北2房+齐齐哈尔+公园边+地铁口
2529,象源丽都带车位，南北两房，小区位置安静，采光充足
2530,武定坊低总价一居室，随时可看随时可签。诚意出售。
2531,二村小户型，精装小复式，业主自住，看房方便
2532,小区五年出一套 业主诚意 满五年 临水 聚柴 带车位
2533,紫气东来运势好，采光通风好楼层
2534,视野开阔，满五唯一，一手动迁，税费少，诚意出售
2535,笋盘，必卖好房！双南户型，精装，售后公房，满五年！
2536,一房朝南、简单装修、交通便利、诚意出售
2537,御桥张江前滩+满五唯一，大两房 带装
2538,电梯房 + 售后公房 + 满五唯一 + 近地铁
2539,非顶楼，难得好户型，边套又全明，装修好，诚意出售
2540,房东急售！！满五唯一！！含地下储藏室！
2541,此房满五唯一，精装修，业主有自荐优点，看房方便
2542,杨思前滩+CBD+三线交轨+满五唯一+全明户型
2543,业主诚意出售+南北通两房+店长推荐
2544,一手动迁税费低+电梯高楼层采光赞+通透户型好+诚售
2545,Oh my god  双飘窗 现代简约大两房 Come on
2546,次顶层，毛坯宽景洋房，三开间朝南，低密度小区
2547,美丽星城，南北正通大三房，业主诚售，随时可看房
2548,总价低 楼层好 小区安静位置 视野开阔
2549,朝南全窗，楼层好，位置好，装修精美，拎包入住。
2550,小区是1997年竣工，建工集团建造
2551,双南户型，前面小区的绿地，商品房小区，三轨交通
2552,次顶楼，采光充足，买入价高，增值税少
2553,三朝南，户型好，非顶楼，采光通风佳，拎包入住
2554,双规交通，小区位置好，双南大两房，梦想的家
2555,瑞虹怡庭 次新房 空调+地暖 高区全南2房 视野开阔  ！
2556,精装修 满五年唯一 客厅宽敞 采光好 安静 看房随时
2557,钥匙房价格低，免增值税个税，看房随时
2558,主推好房子，满五唯一，中间楼层，精装修直接入住
2559,杨思前滩+中环内+近地铁+位置楼层佳+2010年次新小区
2560,华亭公寓精装大两房，边套，采光棒，有钥匙，税少
2561,前滩辐射+南北小两房+总价超低+一梯两户楼层好采光好
2562,双南两房 ，总价低 ，户型易改，易租宜自住
2563,带60平阁楼，六楼精装修，业主自住，满五唯一！
2564,和平小区(徐汇) 1室1厅 230万
2565,银丰苑 1室1厅 220万
2566,成熟社区 电梯次新房 中间楼层采光好 诚售
2567,桃浦后十村 两室户 入户优先考虑站！快看看
2568,装修时尚清新风+户型通透+前后无遮挡+房东诚意出售
2569,2011年次新电梯房，中间楼层，正对小区花园
2570,前滩张江后花园，御桥板块，双轨交通方便，配套齐全
2571,诸新三村 2室1厅 265万
2572,楼层好，位置安静，南北通风，全明户型  满五唯一
2573,坐拥前后滩+ 7/8/13号交汇+出租好房+采光无遮挡
2574,正阳二期：2房朝南，满五唯一，精装修，价格可谈
2575,【低总价】98年商品房_双南带花园_黄浦滨江南园公园
2576,东体小区，房龄新，户型方正，配套完善，出行方便
2577,1号线【店长推荐】2楼 近地铁业主一梯两户诚意出售
2578,次顶楼，视野采光好，中间一室户，出门就是百联商场
2579,三林前滩板块+非顶楼一梯两户+全明户型+业主诚意卖
2580,独栋单元、户型正气、全明户型、业主诚意出售
2581,电梯两房朝南+精装修+近地铁+可拎包入住+电梯房
2582,南北两房通透格局，产权明晰，看房方便，诚意出售
2583,双卧朝南，精装修，中间楼层电梯房，无增值税个税。
2584,85年 户型正气  两房南 近8号地铁   中间楼层
2585,欧式与日式的融合，宽敞明亮中间楼层，宜居宜家近地铁
2586,一手动迁＋中间位置＋南北通＋次新小区环境佳＋税费少
2587,97年的房子  双南户型   采光好  非顶楼   房东诚售
2588,精装修边套两房视野好，业主置换诚心出售，看房方便
2589,2012年次新小区，南北户型高楼层采光好，视野无遮挡
2590,新上一房好楼层+全明户型+一梯两户+售后公房
2591,御桥前滩张江+大三房两卫+墅级客厅+满五唯一+圆弧飘窗
2592,满五1/2唯一 总价低 采光佳 诚意出售 看房方便诚意卖
2593,刚需一房楼层高户型好，采光好，楼层敞亮
2594,内环内滨江板块 电梯小高层  业主诚意出售
2595,房子在北门口 出行方便 满五税费少 看房方便
2596,《产权70年》《民水民电》《不占购房 》《靠地铁》
2597,中间楼层南北通两房+小区中间位置不临街+税少
2598,板式精装双南两房＋飞机户型＋大阳台＋出行便利栋距宽
2599,15年婚房装修保养好，一手动迁唯一，近地铁6/13号线
2600,下一套成交 南北通 中间楼层 满五唯一税费少 不靠马路
2601,拎包入住  环境好  户型好 诚意出售
2602,锦苑小区+一梯两户+南北两室一厅+满五年唯一+诚意出售
2603,视野开阔，看苏州河花园，精装修中yang空调+带地暖
2604,临湖户型的双南，房子满五唯一，中间楼层，前后无遮拦
2605,精装4年（南北户型）+已做2房，近地铁1号线+诚意出售
2606,品质小区，高区南北三房，精装修，河景房，拎包住
2607,链家优选  电梯复式房 满五唯一 税费少 诚意出售
2608,精装修，西边套，真香，采光充足，满五唯一，真的香
2609,此房满五唯一，双南户型，格局方正，采光充足。
2610,唯一一套底楼一房，适合老人居住，不爬楼大天井
2611,御桥+张江+前滩：小户型房源，一手动迁
2612,坐拥前后滩+诚意出售+满五唯一+全明户型+通风凉爽
2613,买房就是买地段，内环内，70年住宅产权，四号线房龄新
2614,配套成熟，诚意度高，户型佳，采光通透性好！
2615,次顶楼+户型方正+满五年唯一+诚意出售
2616,满五唯一 中海品质商品房 装修保养好业主诚意出售
2617,三林区域+低总价一室一厅+低楼层+改两-室
2618,彭浦板块 共康三村 一房一厅 中间楼层
2619,小区中间位置，正看花园，一梯一户刷卡入户
2620,育秀三区 精装两房 位置好 价格低  采光充足
2621,售后公房 双南双天井 边套  亮厅 随时看房 看中可谈
2622,14年新小区，人车分流，精装修 高区景观房，南北通
2623,永福路近湖南路绿荫环抱梧桐树两房全朝南户型免增值税
2624,09年品质小区 刚需一房 满五唯一税费少 诚售价格可谈
2625,内环精装修一梯三户近地铁，售后公房满五唯一
2626,婚房精装修，小区中位置，中楼层，业主自住，硬装全留
2627,三林板块+前滩辐射+中间楼层+位置安静+单价低
2628,非顶楼小一房，总价低，户型正，近地铁，诚意出售
2629,精装修，朝南一室户，厨卫全明，高区视野采光无遮挡
2630,双东明户型 .中间楼层.不临街.精装修.产权清晰
2631,幸福公寓2010年婚房装修，卫生间干湿分离，楼层采光好
2632,内环低总价小一房，全明户型采光好，看房方便
2633,世纪公园 2号线 采光充足 满五唯一 诚意出售
2634,桃浦七村雪松苑，采光好，诚意出售
2635,金京路站双南两房  精装满二  拎包入住
2636,精装修自住！产证满五年唯一！看房方便！
2637,内环内/北滨江板块/14，18号线准地铁口/满五不唯一
2638,北滨江14号线地铁口/70年住宅/近滨江公园/只在链家卖
2639,尚东国际名园（一期） 2室2厅 848万
2640,凤城三村 1室1厅 165万
2641,此房近地铁6号线，出入方便，边套全明，户型好
2642,花园旁楼层好，南北通，客厅宽敞，业主置换，诚意售
2643,近七号线上大路800米，上海大学一路之隔，错层大两房
2644,12年高品质小区，人车分流，交通便利，对花园采光好。
2645,(满五唯一)无个税 中间楼层不靠路 花园位置 全明户型
2646,93年标杆社区+整体舒适+中层+总价低+4轨交汇
2647,内环内公园旁，采光好。高区电梯2房，地铁站在楼下
2648,南北精装一房，满五，8号线地铁口，自带花园，诚心售
2649,住在森林-世茂09年水晶宫，精装大两房带车位诚意出售
2650,南北户型 一梯两户 视野开阔 采光无遮挡 地铁线
2651,低总价 大一房 无遮挡 近公园地铁 业主诚意出售
2652,双轨交通  格局好，房型正，视野开阔，采光充足
2653,新静安区一室一厅小区带公园非顶楼+车位多环境好
2654,总价低  大一室  精装修  南北全明户型
2655,浦江花园1室户，5楼居家装修，产权清晰，随时可签
2656,88年电梯一房，超大阳台，采光好总价低，业主诚意出售
2657,南北通透，飞机户型，电梯三楼，光线明亮，得房82%
2658,两室一厅 中间楼层 有装修 全明户型 出行方便
2659,次顶楼 一梯一户 私密性高 临河位置 前后无遮挡有钥匙
2660,非底层，采光无遮挡，婚房精装拎包入住，近龙湖天街
2661,中间楼层，标准户型，适合自住，未用，总价低
2662,绿地精装修四房，带车位，品质高，房龄新
2663,诚心出售，看房方便，价格可谈，
2664,：内环内 采光棒 税费少 交通方便 产权清晰 诚意出售
2665,张江南+11号线秀沿路地铁口，花园位置，景观房
2666,此房满五年唯一，自住装修，采光好，诚心卖
2667,中间楼层 配套齐全 诚心出售 拎包入住
2668,户型好，使用面积多，税少，电梯房，交通便利
2669,低总价非顶楼+税费少+采光好+近地铁
2670,南北通透 全明户型 中间楼层西边套 近徐家汇 诚售
2671,满五年唯一， 厨卫全明，视野开阔，交通便利适合居家
2672,毕加索一期精致一房 三口之家优选  精装修 高楼层的
2673,东边套户型  一室半  房子朝南  采光充足
2674,后滩板块 世博馆 地铁8/13号线双轨 低楼层一房 ！！
2675,稀有户型方正，总价低，3/4/7号线地铁站，品质小区
2676,业主诚意出售，南北户型，客厅比较大，高区全明户型
2677,04年次新房，总价单价低，1房改2房，采光楼层，位置佳
2678,88年小区，中间楼层，朝南采光好，小区安静，适合自住
2679,园林式社区，业主诚意出售，看房随时
2680,急售 大三房两厅两卫 满五 全明户型 采光好 位置佳
2681,满五唯一 婚房现代装修 地铁780米 配套成熟
2682,会包容的小户型，才装的下不讲道理的爱情
2683,三大商圈，九轨交汇，低总价，电梯精装产权一室户。。
2684,此房满两年，户型方正，交通出行方便
2685,新凯四期 全南两房 税费少 纯毛坯 有钥匙 诚意出售
2686,今日笋盘+楼层佳+经典户型+诚意出售
2687,塘和家园登云苑 2室1厅 185万
2688,张江南+11号地铁站全南一房带阁楼，业主诚心出售已下架
2689,一品漫城，经典一房，近地铁，电梯南北通，诚心出售
2690,东边套，中间楼层，全明户型，必看好房，满五唯一。
2691,小区模范楼栋，南北通边套全明手，楼道很干净，好谈
2692,昌吉东路地铁站的小两房，满二，业主诚意出售
2693,经典户型，中间楼层，厨卫全明，距离地铁近
2694,小区中间，位置好，采光好，飞机户型两房，诚意出售
2695,奉贤新城 森林氧吧 便宜宜居两居室 有钥匙看房随时
2696,黄兴公园中间楼层近地铁站房已订好等您来看
2697,双南户型  边套中间楼层  看房方便  采光很好
2698,一梯六户+精装修+非顶楼+南北通+全明户型+业主诚意
2699,新出  总价低+楼层好+随时看房
2700,双南房，精装修，采光好，诚意卖。
2701,满五唯一， 电梯高层朝南采光好，没有个税没有增值税
2702,经典一室户，商品房精装修可以直接入住
2703,瑞和锦庭-西区 1室1厅 160万
2704,此房满五年不唯一 全明户型 楼层好 看房方便
2705,店长推荐，南北小户型，有钥匙，必看好房，近地铁
2706,唐家宅小区 1室0厅 250万
2707,品质小区  高区边套全明一室一厅 大露台 有车位
